chain,number_of_1s_baselog10
16293,1.0
16294,0.9542
16295,1.0
16296,1.0
16297,1.0414
16298,0.9542
16299,1.0
16300,1.0
16301,1.0414
16302,1.0
16303,1.0414
16304,1.0414
16305,1.0792
16306,0.9542
16307,1.0
16308,1.0
16309,1.0414
16310,1.0
16311,1.0414
16312,1.0414
16313,1.0792
16314,1.0
16315,1.0414
16316,1.0414
16317,1.0792
16318,1.0414
16319,1.0792
16320,1.0792
16321,1.1139
16322,0.9031
16323,0.9542
16324,0.9542
16325,1.0
16326,0.9542
16327,1.0
16328,1.0
16329,1.0414
16330,0.9542
16331,1.0
16332,1.0
16333,1.0414
16334,1.0
16335,1.0414
16336,1.0414
16337,1.0792
16338,0.9542
16339,1.0
16340,1.0
16341,1.0414
16342,1.0
16343,1.0414
16344,1.0414
16345,1.0792
16346,1.0
16347,1.0414
16348,1.0414
16349,1.0792
16350,1.0414
16351,1.0792
16352,1.0792
16353,1.1139
16354,0.9542
16355,1.0
16356,1.0
16357,1.0414
16358,1.0
16359,1.0414
16360,1.0414
16361,1.0792
16362,1.0
16363,1.0414
16364,1.0414
16365,1.0792
16366,1.0414
16367,1.0792
16368,1.0792
16369,1.1139
16370,1.0
16371,1.0414
16372,1.0414
16373,1.0792
16374,1.0414
16375,1.0792
16376,1.0792
16377,1.1139
16378,1.0414
16379,1.0792
16380,1.0792
16381,1.1139
16382,1.0792
16383,1.1139
16384,1.1139
16385,1.1461
16386,0.0
16387,0.301
16388,0.301
16389,0.4771
16390,0.301
16391,0.4771
16392,0.4771
16393,0.6021
16394,0.301
16395,0.4771
16396,0.4771
16397,0.6021
16398,0.4771
16399,0.6021
16400,0.6021
16401,0.699
16402,0.301
16403,0.4771
16404,0.4771
16405,0.6021
16406,0.4771
16407,0.6021
16408,0.6021
16409,0.699
16410,0.4771
16411,0.6021
16412,0.6021
16413,0.699
16414,0.6021
16415,0.699
16416,0.699
16417,0.7782
16418,0.301
16419,0.4771
16420,0.4771
16421,0.6021
16422,0.4771
16423,0.6021
16424,0.6021
16425,0.699
16426,0.4771
16427,0.6021
16428,0.6021
16429,0.699
16430,0.6021
16431,0.699
16432,0.699
16433,0.7782
16434,0.4771
16435,0.6021
16436,0.6021
16437,0.699
16438,0.6021
16439,0.699
16440,0.699
16441,0.7782
16442,0.6021
16443,0.699
16444,0.699
16445,0.7782
16446,0.699
16447,0.7782
16448,0.7782
16449,0.8451
16450,0.301
16451,0.4771
16452,0.4771
16453,0.6021
16454,0.4771
16455,0.6021
16456,0.6021
16457,0.699
16458,0.4771
16459,0.6021
16460,0.6021
16461,0.699
16462,0.6021
16463,0.699
16464,0.699
16465,0.7782
16466,0.4771
16467,0.6021
16468,0.6021
16469,0.699
16470,0.6021
16471,0.699
16472,0.699
16473,0.7782
16474,0.6021
16475,0.699
16476,0.699
16477,0.7782
16478,0.699
16479,0.7782
16480,0.7782
16481,0.8451
16482,0.4771
16483,0.6021
16484,0.6021
16485,0.699
16486,0.6021
16487,0.699
16488,0.699
16489,0.7782
16490,0.6021
16491,0.699
16492,0.699
16493,0.7782
16494,0.699
16495,0.7782
16496,0.7782
16497,0.8451
16498,0.6021
16499,0.699
16500,0.699
16501,0.7782
16502,0.699
16503,0.7782
16504,0.7782
16505,0.8451
16506,0.699
16507,0.7782
16508,0.7782
16509,0.8451
16510,0.7782
16511,0.8451
16512,0.8451
16513,0.9031
16514,0.301
16515,0.4771
16516,0.4771
16517,0.6021
16518,0.4771
16519,0.6021
16520,0.6021
16521,0.699
16522,0.4771
16523,0.6021
16524,0.6021
16525,0.699
16526,0.6021
16527,0.699
16528,0.699
16529,0.7782
16530,0.4771
16531,0.6021
16532,0.6021
16533,0.699
16534,0.6021
16535,0.699
16536,0.699
16537,0.7782
16538,0.6021
16539,0.699
16540,0.699
16541,0.7782
16542,0.699
16543,0.7782
16544,0.7782
16545,0.8451
16546,0.4771
16547,0.6021
16548,0.6021
16549,0.699
16550,0.6021
16551,0.699
16552,0.699
16553,0.7782
16554,0.6021
16555,0.699
16556,0.699
16557,0.7782
16558,0.699
16559,0.7782
16560,0.7782
16561,0.8451
16562,0.6021
16563,0.699
16564,0.699
16565,0.7782
16566,0.699
16567,0.7782
16568,0.7782
16569,0.8451
16570,0.699
16571,0.7782
16572,0.7782
16573,0.8451
16574,0.7782
16575,0.8451
16576,0.8451
16577,0.9031
16578,0.4771
16579,0.6021
16580,0.6021
16581,0.699
16582,0.6021
16583,0.699
16584,0.699
16585,0.7782
16586,0.6021
16587,0.699
16588,0.699
16589,0.7782
16590,0.699
16591,0.7782
16592,0.7782
16593,0.8451
16594,0.6021
16595,0.699
16596,0.699
16597,0.7782
16598,0.699
16599,0.7782
16600,0.7782
16601,0.8451
16602,0.699
16603,0.7782
16604,0.7782
16605,0.8451
16606,0.7782
16607,0.8451
16608,0.8451
16609,0.9031
16610,0.6021
16611,0.699
16612,0.699
16613,0.7782
16614,0.699
16615,0.7782
16616,0.7782
16617,0.8451
16618,0.699
16619,0.7782
16620,0.7782
16621,0.8451
16622,0.7782
16623,0.8451
16624,0.8451
16625,0.9031
16626,0.699
16627,0.7782
16628,0.7782
16629,0.8451
16630,0.7782
16631,0.8451
16632,0.8451
16633,0.9031
16634,0.7782
16635,0.8451
16636,0.8451
16637,0.9031
16638,0.8451
16639,0.9031
16640,0.9031
16641,0.9542
16642,0.301
16643,0.4771
16644,0.4771
16645,0.6021
16646,0.4771
16647,0.6021
16648,0.6021
16649,0.699
16650,0.4771
16651,0.6021
16652,0.6021
16653,0.699
16654,0.6021
16655,0.699
16656,0.699
16657,0.7782
16658,0.4771
16659,0.6021
16660,0.6021
16661,0.699
16662,0.6021
16663,0.699
16664,0.699
16665,0.7782
16666,0.6021
16667,0.699
16668,0.699
16669,0.7782
16670,0.699
16671,0.7782
16672,0.7782
16673,0.8451
16674,0.4771
16675,0.6021
16676,0.6021
16677,0.699
16678,0.6021
16679,0.699
16680,0.699
16681,0.7782
16682,0.6021
16683,0.699
16684,0.699
16685,0.7782
16686,0.699
16687,0.7782
16688,0.7782
16689,0.8451
16690,0.6021
16691,0.699
16692,0.699
16693,0.7782
16694,0.699
16695,0.7782
16696,0.7782
16697,0.8451
16698,0.699
16699,0.7782
16700,0.7782
16701,0.8451
16702,0.7782
16703,0.8451
16704,0.8451
16705,0.9031
16706,0.4771
16707,0.6021
16708,0.6021
16709,0.699
16710,0.6021
16711,0.699
16712,0.699
16713,0.7782
16714,0.6021
16715,0.699
16716,0.699
16717,0.7782
16718,0.699
16719,0.7782
16720,0.7782
16721,0.8451
16722,0.6021
16723,0.699
16724,0.699
16725,0.7782
16726,0.699
16727,0.7782
16728,0.7782
16729,0.8451
16730,0.699
16731,0.7782
16732,0.7782
16733,0.8451
16734,0.7782
16735,0.8451
16736,0.8451
16737,0.9031
16738,0.6021
16739,0.699
16740,0.699
16741,0.7782
16742,0.699
16743,0.7782
16744,0.7782
16745,0.8451
16746,0.699
16747,0.7782
16748,0.7782
16749,0.8451
16750,0.7782
16751,0.8451
16752,0.8451
16753,0.9031
16754,0.699
16755,0.7782
16756,0.7782
16757,0.8451
16758,0.7782
16759,0.8451
16760,0.8451
16761,0.9031
16762,0.7782
16763,0.8451
16764,0.8451
16765,0.9031
16766,0.8451
16767,0.9031
16768,0.9031
16769,0.9542
16770,0.4771
16771,0.6021
16772,0.6021
16773,0.699
16774,0.6021
16775,0.699
16776,0.699
16777,0.7782
16778,0.6021
16779,0.699
16780,0.699
16781,0.7782
16782,0.699
16783,0.7782
16784,0.7782
16785,0.8451
16786,0.6021
16787,0.699
16788,0.699
16789,0.7782
16790,0.699
16791,0.7782
16792,0.7782
16793,0.8451
16794,0.699
16795,0.7782
16796,0.7782
16797,0.8451
16798,0.7782
16799,0.8451
16800,0.8451
16801,0.9031
16802,0.6021
16803,0.699
16804,0.699
16805,0.7782
16806,0.699
16807,0.7782
16808,0.7782
16809,0.8451
16810,0.699
16811,0.7782
16812,0.7782
16813,0.8451
16814,0.7782
16815,0.8451
16816,0.8451
16817,0.9031
16818,0.699
16819,0.7782
16820,0.7782
16821,0.8451
16822,0.7782
16823,0.8451
16824,0.8451
16825,0.9031
16826,0.7782
16827,0.8451
16828,0.8451
16829,0.9031
16830,0.8451
16831,0.9031
16832,0.9031
16833,0.9542
16834,0.6021
16835,0.699
16836,0.699
16837,0.7782
16838,0.699
16839,0.7782
16840,0.7782
16841,0.8451
16842,0.699
16843,0.7782
16844,0.7782
16845,0.8451
16846,0.7782
16847,0.8451
16848,0.8451
16849,0.9031
16850,0.699
16851,0.7782
16852,0.7782
16853,0.8451
16854,0.7782
16855,0.8451
16856,0.8451
16857,0.9031
16858,0.7782
16859,0.8451
16860,0.8451
16861,0.9031
16862,0.8451
16863,0.9031
16864,0.9031
16865,0.9542
16866,0.699
16867,0.7782
16868,0.7782
16869,0.8451
16870,0.7782
16871,0.8451
16872,0.8451
16873,0.9031
16874,0.7782
16875,0.8451
16876,0.8451
16877,0.9031
16878,0.8451
16879,0.9031
16880,0.9031
16881,0.9542
16882,0.7782
16883,0.8451
16884,0.8451
16885,0.9031
16886,0.8451
16887,0.9031
16888,0.9031
16889,0.9542
16890,0.8451
16891,0.9031
16892,0.9031
16893,0.9542
16894,0.9031
16895,0.9542
16896,0.9542
16897,1.0
16898,0.301
16899,0.4771
16900,0.4771
16901,0.6021
16902,0.4771
16903,0.6021
16904,0.6021
16905,0.699
16906,0.4771
16907,0.6021
16908,0.6021
16909,0.699
16910,0.6021
16911,0.699
16912,0.699
16913,0.7782
16914,0.4771
16915,0.6021
16916,0.6021
16917,0.699
16918,0.6021
16919,0.699
16920,0.699
16921,0.7782
16922,0.6021
16923,0.699
16924,0.699
16925,0.7782
16926,0.699
16927,0.7782
16928,0.7782
16929,0.8451
16930,0.4771
16931,0.6021
16932,0.6021
16933,0.699
16934,0.6021
16935,0.699
16936,0.699
16937,0.7782
16938,0.6021
16939,0.699
16940,0.699
16941,0.7782
16942,0.699
16943,0.7782
16944,0.7782
16945,0.8451
16946,0.6021
16947,0.699
16948,0.699
16949,0.7782
16950,0.699
16951,0.7782
16952,0.7782
16953,0.8451
16954,0.699
16955,0.7782
16956,0.7782
16957,0.8451
16958,0.7782
16959,0.8451
16960,0.8451
16961,0.9031
16962,0.4771
16963,0.6021
16964,0.6021
16965,0.699
16966,0.6021
16967,0.699
16968,0.699
16969,0.7782
16970,0.6021
16971,0.699
16972,0.699
16973,0.7782
16974,0.699
16975,0.7782
16976,0.7782
16977,0.8451
16978,0.6021
16979,0.699
16980,0.699
16981,0.7782
16982,0.699
16983,0.7782
16984,0.7782
16985,0.8451
16986,0.699
16987,0.7782
16988,0.7782
16989,0.8451
16990,0.7782
16991,0.8451
16992,0.8451
16993,0.9031
16994,0.6021
16995,0.699
16996,0.699
16997,0.7782
16998,0.699
16999,0.7782
17000,0.7782
17001,0.8451
17002,0.699
17003,0.7782
17004,0.7782
17005,0.8451
17006,0.7782
17007,0.8451
17008,0.8451
17009,0.9031
17010,0.699
17011,0.7782
17012,0.7782
17013,0.8451
17014,0.7782
17015,0.8451
17016,0.8451
17017,0.9031
17018,0.7782
17019,0.8451
17020,0.8451
17021,0.9031
17022,0.8451
17023,0.9031
17024,0.9031
17025,0.9542
17026,0.4771
17027,0.6021
17028,0.6021
17029,0.699
17030,0.6021
17031,0.699
17032,0.699
17033,0.7782
17034,0.6021
17035,0.699
17036,0.699
17037,0.7782
17038,0.699
17039,0.7782
17040,0.7782
17041,0.8451
17042,0.6021
17043,0.699
17044,0.699
17045,0.7782
17046,0.699
17047,0.7782
17048,0.7782
17049,0.8451
17050,0.699
17051,0.7782
17052,0.7782
17053,0.8451
17054,0.7782
17055,0.8451
17056,0.8451
17057,0.9031
17058,0.6021
17059,0.699
17060,0.699
17061,0.7782
17062,0.699
17063,0.7782
17064,0.7782
17065,0.8451
17066,0.699
17067,0.7782
17068,0.7782
17069,0.8451
17070,0.7782
17071,0.8451
17072,0.8451
17073,0.9031
17074,0.699
17075,0.7782
17076,0.7782
17077,0.8451
17078,0.7782
17079,0.8451
17080,0.8451
17081,0.9031
17082,0.7782
17083,0.8451
17084,0.8451
17085,0.9031
17086,0.8451
17087,0.9031
17088,0.9031
17089,0.9542
17090,0.6021
17091,0.699
17092,0.699
17093,0.7782
17094,0.699
17095,0.7782
17096,0.7782
17097,0.8451
17098,0.699
17099,0.7782
17100,0.7782
17101,0.8451
17102,0.7782
17103,0.8451
17104,0.8451
17105,0.9031
17106,0.699
17107,0.7782
17108,0.7782
17109,0.8451
17110,0.7782
17111,0.8451
17112,0.8451
17113,0.9031
17114,0.7782
17115,0.8451
17116,0.8451
17117,0.9031
17118,0.8451
17119,0.9031
17120,0.9031
17121,0.9542
17122,0.699
17123,0.7782
17124,0.7782
17125,0.8451
17126,0.7782
17127,0.8451
17128,0.8451
17129,0.9031
17130,0.7782
17131,0.8451
17132,0.8451
17133,0.9031
17134,0.8451
17135,0.9031
17136,0.9031
17137,0.9542
17138,0.7782
17139,0.8451
17140,0.8451
17141,0.9031
17142,0.8451
17143,0.9031
17144,0.9031
17145,0.9542
17146,0.8451
17147,0.9031
17148,0.9031
17149,0.9542
17150,0.9031
17151,0.9542
17152,0.9542
17153,1.0
17154,0.4771
17155,0.6021
17156,0.6021
17157,0.699
17158,0.6021
17159,0.699
17160,0.699
17161,0.7782
17162,0.6021
17163,0.699
17164,0.699
17165,0.7782
17166,0.699
17167,0.7782
17168,0.7782
17169,0.8451
17170,0.6021
17171,0.699
17172,0.699
17173,0.7782
17174,0.699
17175,0.7782
17176,0.7782
17177,0.8451
17178,0.699
17179,0.7782
17180,0.7782
17181,0.8451
17182,0.7782
17183,0.8451
17184,0.8451
17185,0.9031
17186,0.6021
17187,0.699
17188,0.699
17189,0.7782
17190,0.699
17191,0.7782
17192,0.7782
17193,0.8451
17194,0.699
17195,0.7782
17196,0.7782
17197,0.8451
17198,0.7782
17199,0.8451
17200,0.8451
17201,0.9031
17202,0.699
17203,0.7782
17204,0.7782
17205,0.8451
17206,0.7782
17207,0.8451
17208,0.8451
17209,0.9031
17210,0.7782
17211,0.8451
17212,0.8451
17213,0.9031
17214,0.8451
17215,0.9031
17216,0.9031
17217,0.9542
17218,0.6021
17219,0.699
17220,0.699
17221,0.7782
17222,0.699
17223,0.7782
17224,0.7782
17225,0.8451
17226,0.699
17227,0.7782
17228,0.7782
17229,0.8451
17230,0.7782
17231,0.8451
17232,0.8451
17233,0.9031
17234,0.699
17235,0.7782
17236,0.7782
17237,0.8451
17238,0.7782
17239,0.8451
17240,0.8451
17241,0.9031
17242,0.7782
17243,0.8451
17244,0.8451
17245,0.9031
17246,0.8451
17247,0.9031
17248,0.9031
17249,0.9542
17250,0.699
17251,0.7782
17252,0.7782
17253,0.8451
17254,0.7782
17255,0.8451
17256,0.8451
17257,0.9031
17258,0.7782
17259,0.8451
17260,0.8451
17261,0.9031
17262,0.8451
17263,0.9031
17264,0.9031
17265,0.9542
17266,0.7782
17267,0.8451
17268,0.8451
17269,0.9031
17270,0.8451
17271,0.9031
17272,0.9031
17273,0.9542
17274,0.8451
17275,0.9031
17276,0.9031
17277,0.9542
17278,0.9031
17279,0.9542
17280,0.9542
17281,1.0
17282,0.6021
17283,0.699
17284,0.699
17285,0.7782
17286,0.699
17287,0.7782
17288,0.7782
17289,0.8451
17290,0.699
17291,0.7782
17292,0.7782
17293,0.8451
17294,0.7782
17295,0.8451
17296,0.8451
17297,0.9031
17298,0.699
17299,0.7782
17300,0.7782
17301,0.8451
17302,0.7782
17303,0.8451
17304,0.8451
17305,0.9031
17306,0.7782
17307,0.8451
17308,0.8451
17309,0.9031
17310,0.8451
17311,0.9031
17312,0.9031
17313,0.9542
17314,0.699
17315,0.7782
17316,0.7782
17317,0.8451
17318,0.7782
17319,0.8451
17320,0.8451
17321,0.9031
17322,0.7782
17323,0.8451
17324,0.8451
17325,0.9031
17326,0.8451
17327,0.9031
17328,0.9031
17329,0.9542
17330,0.7782
17331,0.8451
17332,0.8451
17333,0.9031
17334,0.8451
17335,0.9031
17336,0.9031
17337,0.9542
17338,0.8451
17339,0.9031
17340,0.9031
17341,0.9542
17342,0.9031
17343,0.9542
17344,0.9542
17345,1.0
17346,0.699
17347,0.7782
17348,0.7782
17349,0.8451
17350,0.7782
17351,0.8451
17352,0.8451
17353,0.9031
17354,0.7782
17355,0.8451
17356,0.8451
17357,0.9031
17358,0.8451
17359,0.9031
17360,0.9031
17361,0.9542
17362,0.7782
17363,0.8451
17364,0.8451
17365,0.9031
17366,0.8451
17367,0.9031
17368,0.9031
17369,0.9542
17370,0.8451
17371,0.9031
17372,0.9031
17373,0.9542
17374,0.9031
17375,0.9542
17376,0.9542
17377,1.0
17378,0.7782
17379,0.8451
17380,0.8451
17381,0.9031
17382,0.8451
17383,0.9031
17384,0.9031
17385,0.9542
17386,0.8451
17387,0.9031
17388,0.9031
17389,0.9542
17390,0.9031
17391,0.9542
17392,0.9542
17393,1.0
17394,0.8451
17395,0.9031
17396,0.9031
17397,0.9542
17398,0.9031
17399,0.9542
17400,0.9542
17401,1.0
17402,0.9031
17403,0.9542
17404,0.9542
17405,1.0
17406,0.9542
17407,1.0
17408,1.0
17409,1.0414
17410,0.301
17411,0.4771
17412,0.4771
17413,0.6021
17414,0.4771
17415,0.6021
17416,0.6021
17417,0.699
17418,0.4771
17419,0.6021
17420,0.6021
17421,0.699
17422,0.6021
17423,0.699
17424,0.699
17425,0.7782
17426,0.4771
17427,0.6021
17428,0.6021
17429,0.699
17430,0.6021
17431,0.699
17432,0.699
17433,0.7782
17434,0.6021
17435,0.699
17436,0.699
17437,0.7782
17438,0.699
17439,0.7782
17440,0.7782
17441,0.8451
17442,0.4771
17443,0.6021
17444,0.6021
17445,0.699
17446,0.6021
17447,0.699
17448,0.699
17449,0.7782
17450,0.6021
17451,0.699
17452,0.699
17453,0.7782
17454,0.699
17455,0.7782
17456,0.7782
17457,0.8451
17458,0.6021
17459,0.699
17460,0.699
17461,0.7782
17462,0.699
17463,0.7782
17464,0.7782
17465,0.8451
17466,0.699
17467,0.7782
17468,0.7782
17469,0.8451
17470,0.7782
17471,0.8451
17472,0.8451
17473,0.9031
17474,0.4771
17475,0.6021
17476,0.6021
17477,0.699
17478,0.6021
17479,0.699
17480,0.699
17481,0.7782
17482,0.6021
17483,0.699
17484,0.699
17485,0.7782
17486,0.699
17487,0.7782
17488,0.7782
17489,0.8451
17490,0.6021
17491,0.699
17492,0.699
17493,0.7782
17494,0.699
17495,0.7782
17496,0.7782
17497,0.8451
17498,0.699
17499,0.7782
17500,0.7782
17501,0.8451
17502,0.7782
17503,0.8451
17504,0.8451
17505,0.9031
17506,0.6021
17507,0.699
17508,0.699
17509,0.7782
17510,0.699
17511,0.7782
17512,0.7782
17513,0.8451
17514,0.699
17515,0.7782
17516,0.7782
17517,0.8451
17518,0.7782
17519,0.8451
17520,0.8451
17521,0.9031
17522,0.699
17523,0.7782
17524,0.7782
17525,0.8451
17526,0.7782
17527,0.8451
17528,0.8451
17529,0.9031
17530,0.7782
17531,0.8451
17532,0.8451
17533,0.9031
17534,0.8451
17535,0.9031
17536,0.9031
17537,0.9542
17538,0.4771
17539,0.6021
17540,0.6021
17541,0.699
17542,0.6021
17543,0.699
17544,0.699
17545,0.7782
17546,0.6021
17547,0.699
17548,0.699
17549,0.7782
17550,0.699
17551,0.7782
17552,0.7782
17553,0.8451
17554,0.6021
17555,0.699
17556,0.699
17557,0.7782
17558,0.699
17559,0.7782
17560,0.7782
17561,0.8451
17562,0.699
17563,0.7782
17564,0.7782
17565,0.8451
17566,0.7782
17567,0.8451
17568,0.8451
17569,0.9031
17570,0.6021
17571,0.699
17572,0.699
17573,0.7782
17574,0.699
17575,0.7782
17576,0.7782
17577,0.8451
17578,0.699
17579,0.7782
17580,0.7782
17581,0.8451
17582,0.7782
17583,0.8451
17584,0.8451
17585,0.9031
17586,0.699
17587,0.7782
17588,0.7782
17589,0.8451
17590,0.7782
17591,0.8451
17592,0.8451
17593,0.9031
17594,0.7782
17595,0.8451
17596,0.8451
17597,0.9031
17598,0.8451
17599,0.9031
17600,0.9031
17601,0.9542
17602,0.6021
17603,0.699
17604,0.699
17605,0.7782
17606,0.699
17607,0.7782
17608,0.7782
17609,0.8451
17610,0.699
17611,0.7782
17612,0.7782
17613,0.8451
17614,0.7782
17615,0.8451
17616,0.8451
17617,0.9031
17618,0.699
17619,0.7782
17620,0.7782
17621,0.8451
17622,0.7782
17623,0.8451
17624,0.8451
17625,0.9031
17626,0.7782
17627,0.8451
17628,0.8451
17629,0.9031
17630,0.8451
17631,0.9031
17632,0.9031
17633,0.9542
17634,0.699
17635,0.7782
17636,0.7782
17637,0.8451
17638,0.7782
17639,0.8451
17640,0.8451
17641,0.9031
17642,0.7782
17643,0.8451
17644,0.8451
17645,0.9031
17646,0.8451
17647,0.9031
17648,0.9031
17649,0.9542
17650,0.7782
17651,0.8451
17652,0.8451
17653,0.9031
17654,0.8451
17655,0.9031
17656,0.9031
17657,0.9542
17658,0.8451
17659,0.9031
17660,0.9031
17661,0.9542
17662,0.9031
17663,0.9542
17664,0.9542
17665,1.0
17666,0.4771
17667,0.6021
17668,0.6021
17669,0.699
17670,0.6021
17671,0.699
17672,0.699
17673,0.7782
17674,0.6021
17675,0.699
17676,0.699
17677,0.7782
17678,0.699
17679,0.7782
17680,0.7782
17681,0.8451
17682,0.6021
17683,0.699
17684,0.699
17685,0.7782
17686,0.699
17687,0.7782
17688,0.7782
17689,0.8451
17690,0.699
17691,0.7782
17692,0.7782
17693,0.8451
17694,0.7782
17695,0.8451
17696,0.8451
17697,0.9031
17698,0.6021
17699,0.699
17700,0.699
17701,0.7782
17702,0.699
17703,0.7782
17704,0.7782
17705,0.8451
17706,0.699
17707,0.7782
17708,0.7782
17709,0.8451
17710,0.7782
17711,0.8451
17712,0.8451
17713,0.9031
17714,0.699
17715,0.7782
17716,0.7782
17717,0.8451
17718,0.7782
17719,0.8451
17720,0.8451
17721,0.9031
17722,0.7782
17723,0.8451
17724,0.8451
17725,0.9031
17726,0.8451
17727,0.9031
17728,0.9031
17729,0.9542
17730,0.6021
17731,0.699
17732,0.699
17733,0.7782
17734,0.699
17735,0.7782
17736,0.7782
17737,0.8451
17738,0.699
17739,0.7782
17740,0.7782
17741,0.8451
17742,0.7782
17743,0.8451
17744,0.8451
17745,0.9031
17746,0.699
17747,0.7782
17748,0.7782
17749,0.8451
17750,0.7782
17751,0.8451
17752,0.8451
17753,0.9031
17754,0.7782
17755,0.8451
17756,0.8451
17757,0.9031
17758,0.8451
17759,0.9031
17760,0.9031
17761,0.9542
17762,0.699
17763,0.7782
17764,0.7782
17765,0.8451
17766,0.7782
17767,0.8451
17768,0.8451
17769,0.9031
17770,0.7782
17771,0.8451
17772,0.8451
17773,0.9031
17774,0.8451
17775,0.9031
17776,0.9031
17777,0.9542
17778,0.7782
17779,0.8451
17780,0.8451
17781,0.9031
17782,0.8451
17783,0.9031
17784,0.9031
17785,0.9542
17786,0.8451
17787,0.9031
17788,0.9031
17789,0.9542
17790,0.9031
17791,0.9542
17792,0.9542
17793,1.0
17794,0.6021
17795,0.699
17796,0.699
17797,0.7782
17798,0.699
17799,0.7782
17800,0.7782
17801,0.8451
17802,0.699
17803,0.7782
17804,0.7782
17805,0.8451
17806,0.7782
17807,0.8451
17808,0.8451
17809,0.9031
17810,0.699
17811,0.7782
17812,0.7782
17813,0.8451
17814,0.7782
17815,0.8451
17816,0.8451
17817,0.9031
17818,0.7782
17819,0.8451
17820,0.8451
17821,0.9031
17822,0.8451
17823,0.9031
17824,0.9031
17825,0.9542
17826,0.699
17827,0.7782
17828,0.7782
17829,0.8451
17830,0.7782
17831,0.8451
17832,0.8451
17833,0.9031
17834,0.7782
17835,0.8451
17836,0.8451
17837,0.9031
17838,0.8451
17839,0.9031
17840,0.9031
17841,0.9542
17842,0.7782
17843,0.8451
17844,0.8451
17845,0.9031
17846,0.8451
17847,0.9031
17848,0.9031
17849,0.9542
17850,0.8451
17851,0.9031
17852,0.9031
17853,0.9542
17854,0.9031
17855,0.9542
17856,0.9542
17857,1.0
17858,0.699
17859,0.7782
17860,0.7782
17861,0.8451
17862,0.7782
17863,0.8451
17864,0.8451
17865,0.9031
17866,0.7782
17867,0.8451
17868,0.8451
17869,0.9031
17870,0.8451
17871,0.9031
17872,0.9031
17873,0.9542
17874,0.7782
17875,0.8451
17876,0.8451
17877,0.9031
17878,0.8451
17879,0.9031
17880,0.9031
17881,0.9542
17882,0.8451
17883,0.9031
17884,0.9031
17885,0.9542
17886,0.9031
17887,0.9542
17888,0.9542
17889,1.0
17890,0.7782
17891,0.8451
17892,0.8451
17893,0.9031
17894,0.8451
17895,0.9031
17896,0.9031
17897,0.9542
17898,0.8451
17899,0.9031
17900,0.9031
17901,0.9542
17902,0.9031
17903,0.9542
17904,0.9542
17905,1.0
17906,0.8451
17907,0.9031
17908,0.9031
17909,0.9542
17910,0.9031
17911,0.9542
17912,0.9542
17913,1.0
17914,0.9031
17915,0.9542
17916,0.9542
17917,1.0
17918,0.9542
17919,1.0
17920,1.0
17921,1.0414
17922,0.4771
17923,0.6021
17924,0.6021
17925,0.699
17926,0.6021
17927,0.699
17928,0.699
17929,0.7782
17930,0.6021
17931,0.699
17932,0.699
17933,0.7782
17934,0.699
17935,0.7782
17936,0.7782
17937,0.8451
17938,0.6021
17939,0.699
17940,0.699
17941,0.7782
17942,0.699
17943,0.7782
17944,0.7782
17945,0.8451
17946,0.699
17947,0.7782
17948,0.7782
17949,0.8451
17950,0.7782
17951,0.8451
17952,0.8451
17953,0.9031
17954,0.6021
17955,0.699
17956,0.699
17957,0.7782
17958,0.699
17959,0.7782
17960,0.7782
17961,0.8451
17962,0.699
17963,0.7782
17964,0.7782
17965,0.8451
17966,0.7782
17967,0.8451
17968,0.8451
17969,0.9031
17970,0.699
17971,0.7782
17972,0.7782
17973,0.8451
17974,0.7782
17975,0.8451
17976,0.8451
17977,0.9031
17978,0.7782
17979,0.8451
17980,0.8451
17981,0.9031
17982,0.8451
17983,0.9031
17984,0.9031
17985,0.9542
17986,0.6021
17987,0.699
17988,0.699
17989,0.7782
17990,0.699
17991,0.7782
17992,0.7782
17993,0.8451
17994,0.699
17995,0.7782
17996,0.7782
17997,0.8451
17998,0.7782
17999,0.8451
18000,0.8451
18001,0.9031
18002,0.699
18003,0.7782
18004,0.7782
18005,0.8451
18006,0.7782
18007,0.8451
18008,0.8451
18009,0.9031
18010,0.7782
18011,0.8451
18012,0.8451
18013,0.9031
18014,0.8451
18015,0.9031
18016,0.9031
18017,0.9542
18018,0.699
18019,0.7782
18020,0.7782
18021,0.8451
18022,0.7782
18023,0.8451
18024,0.8451
18025,0.9031
18026,0.7782
18027,0.8451
18028,0.8451
18029,0.9031
18030,0.8451
18031,0.9031
18032,0.9031
18033,0.9542
18034,0.7782
18035,0.8451
18036,0.8451
18037,0.9031
18038,0.8451
18039,0.9031
18040,0.9031
18041,0.9542
18042,0.8451
18043,0.9031
18044,0.9031
18045,0.9542
18046,0.9031
18047,0.9542
18048,0.9542
18049,1.0
18050,0.6021
18051,0.699
18052,0.699
18053,0.7782
18054,0.699
18055,0.7782
18056,0.7782
18057,0.8451
18058,0.699
18059,0.7782
18060,0.7782
18061,0.8451
18062,0.7782
18063,0.8451
18064,0.8451
18065,0.9031
18066,0.699
18067,0.7782
18068,0.7782
18069,0.8451
18070,0.7782
18071,0.8451
18072,0.8451
18073,0.9031
